Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2021,"12        ",Female,18,Right-Handed,"5""3 ","22.5 ",160.5,2,"Rail (Train/Tram/Subway)",50,1.132,57,Dancing,,,,,,,22.5,"Same length",70,80,"Ring finger",September,Winter,Yes,No,"Rice/Noodle dishes",Water,Languages,7-8,12,4,"Yes - broadband connection","Cell phone",50,45,,,,,,,,,,,,,"A lot",Other,Pop,Fly,Rich,"Musician or singer","Education/Youth development"
USA,NY,2021,"12        ",Female,17,Right-Handed,160,25,163,2,"Rail (Train/Tram/Subway)",65,.441,53,Dancing,1000,750,1000,1000,750,1000,24,"Right foot",90,88,"Index finger",August,Fall,No,No,Pizza/Pasta,Water,Science,6,6,4,"Yes - broadband connection","Text messaging",60,60,0,12,30,8,10,11,17,2,16,24,0,15,"A lot","Graduate degree",Pop,"Freeze time",Happy,Other,"Arts, culture, sports"
USA,NY,2021,"12        ",Female,17,Right-Handed,160,23,157,2,Bus,90,0.387,48,Soccer,980,1000,1000,950,930,980,23,"Same length",68,67,"Index finger",August,Summer,No,No,"No favorite",Water,"Mathematics and statistics",6,8,4,"Yes - broadband connection","Text messaging",150,150,10,3,15,12,4,0,10,3,40,7,10,5,"A lot",Other,Pop,Fly,Happy,Relative,"International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,165,25,165,2,Car,10,.329,41,Athletics,1000,1000,1000,1000,1000,1000,24,"Right foot",70,70,"Same length",April,Summer,No,No,"Rice/Noodle dishes",Coffee,"Social studies",8,10,4,"Yes - other","Text messaging",40,40,10,10,10,10,10,10,10,10,10,10,10,10,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,NY,2021,"11        ",Female,16,Right-Handed,166,26,68,2,"Rail (Train/Tram/Subway)",30,0.413,28,None,481,572,583,369,182,342,26,"Same length",74,85,"Ring finger",September,Fall,Yes,No,Poultry,Water,Science,5,8,5,"Yes - other","Text messaging",50,60,5,15,23,5,0,0,10,8,15,0,0,6,"A lot","Graduate degree",Pop,Telepathy,Rich,Actor,"International aid"
USA,NY,2021,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Female,17,Right-Handed,160,24,158,2,"Rail (Train/Tram/Subway)",40,0.571,50,Basketball,465,390,321,225,1000,1000,24,"Same length",66,70,"Ring finger",November,Summer,No,No,Pizza/Pasta,Water,Science,8,11,5,"Yes - broadband connection","Text messaging",155,200,0,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Female,17,Right-Handed,5'1,21,,1,"Rail (Train/Tram/Subway)",60-75,0.379,51,"Hockey (Field)",700,600,600,500,650,650,23,"Left foot",70,65,"Index finger",October,Fall,No,No,Seafood,Water,History,8,12,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,12,0,5,5,2,0,8,13,3,15,0,4,3,"A lot",Other,"Rhythm and blues (R&B)",Telepathy,Happy,Friend,"International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,155.4,22,144.7,2,Bus,20,0.425,47,"Martial Arts",872,503,497,620,353,647,23,"Right foot",76.2,76.2,"Same length",November,Fall,No,Yes,"Rice/Noodle dishes",Coffee,English,6.5,7.5,2,"Yes - broadband connection","Text messaging",25,35,10,10,3,1,0,4,7,1,13,3,3,0,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Teacher,"Education/Youth development"
USA,NY,2021,"12        ",Female,16,Right-Handed,171,23,177,1,"Rail (Train/Tram/Subway)",50,0.516,40,Dancing,845,765,540,645,495,825,24,"Left foot",80,90,"Ring finger",August,Summer,No,No,"Rice/Noodle dishes",Water,History,4,10,3,"Yes - broadband connection","Text messaging",60,75,80,10,15,5,2,10,15,20,20,15,2,5,"A lot","Graduate degree","Punk rock",Fly,Happy,Other,"International aid"
USA,NY,2021,"12        ",Female,16,Right-Handed,51.5,22,165,1,Bus,40,0.246,31,Walking/Hiking,1000,750,500,750,0,250,21.5,"Right foot",7.5,6,"Ring finger",July,Winter,No,No,Desserts,Water,"Mathematics and statistics",7,9,3,"Yes - other","Internet chat or instant messaging",7,9,3,0,20,10,1,20,2,1,40,5,3,1,"A lot","Some college","Rap/Hip hop",Telepathy,Happy,Friend,"Wildlife, animals"
USA,NY,2021,"12        ",Female,17,Right-Handed,160,24,153,2,Bus,7,0.774,62,Dancing,860,650,920,950,590,700,25,"Left foot",79,81,"Ring finger",April,Fall,No,No,Poultry,Water,Art,5,10,6,"Yes - broadband connection","Text messaging",40,44,8,2,10,10,1,4,30,30,25,4,0,35,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,Health
USA,NY,2021,"11        ",Male,17,Left-Handed,6’0,12,Idk,1,Car,"30 ",0.787,40,Basketball,1000,1000,1000,1000,1000,1000,12,"Same length",Idk,Idk,"Ring finger",August,Summer,Yes,No,Seafood,Water,"Physical education",8,15,1,"Yes - other","Text messaging",Idk,Idk,1,1,1,1,1,1,1,1,1,1,1,1,"A lot","Some college","Rap/Hip hop",Fly,Rich,"Business person",Other
USA,NY,2021,"12        ",Male,18,Right-Handed,183,,,2,Walk,2,.131,43,"Football (American)",500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Female,18,Right-Handed,168,25,168,1,Car,35,.3,31,Soccer,900,900,1000,900,1000,1000,25,"Same length",7,8,"Same length",February,Spring,No,No,Poultry,Water,English,7,9,4,"Yes - broadband connection","Text messaging",100,150,50,5,20,15,10,0,15,15,20,15,0,5,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"Education/Youth development"
USA,NY,2021,"12        ",Female,18,Right-Handed,173,16,175,1,Car,18,4,14,Swimming,234,423,876,777,555,678,16,"Same length",12,11,"Ring finger",January,Summer,No,No,"No favorite",Water,History,6,7,7,"Yes - broadband connection",,13,13,1,3,1,5,12,0,7,1,10,10,0,2,"A lot","Graduate degree",Pop,Telepathy,Happy,"Coach or club leader",Health
USA,NY,2021,"11        ",Male,17,Right-Handed,190.5,365.7,175,1,"Rail (Train/Tram/Subway)",30,0.391,40,Basketball,1000,1000,600,1000,400,1000,365.8,"Left foot",10,6,"Same length",January,Spring,Yes,,"Rice/Noodle dishes",Water,History,9-5,4-5,3,"Yes - broadband connection","Text messaging",1,10,5,1,4,3,4,10,7,8,15,0,0,15,Some,"Some college","Rap/Hip hop","Freeze time",Rich,"Musician or singer",Environment
USA,NY,2021,"12        ",Female,17,Right-Handed,152.4,30.48,152.4,1,Bus,40,0.812,73,None,1000,1000,1000,1000,500,500,151,"Right foot",88.9,76.2,"Index finger",February,Fall,No,No,"Rice/Noodle dishes",Water,Science,7,10,3,"Yes - broadband connection","Text messaging",200,180,10,25,10,10,0,0,5,70,10,0,0,5,None,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,NY,2021,"12        ",Male,18,Right-Handed,183,,,2,Walk,2,.131,43,"Football (American)",500,500,500,500,500,500,,"Left foot",,,,March,Fall,No,No,Meat,Water,"Mathematics and statistics",7.5,9,4,"Yes - broadband connection","Text messaging",30,35,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Male,17,Right-Handed,190,28.6,194,2,"Rail (Train/Tram/Subway)",30,.15,25,Skateboarding/Rollerblading,973,973,941,711,417,893,28.5,"Right foot",3.23,3.02,"Index finger",November,Summer,No,No,Meat,Water,"Computers and technology",7,5,4,"Yes - broadband connection","Internet chat or instant messaging",300,250,2,10,15,2,6,40,10,3,80,0,10,4,"A lot","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Other,Environment
USA,NY,2021,"12        ",Female,17,Right-Handed,173,24,178,2,"Rail (Train/Tram/Subway)",90,0.399,40,Walking/Hiking,840,925,941,877,567,738,"25 ","Left foot",85,105,"Ring finger",September,Fall,No,No,Desserts,Water,"Mathematics and statistics",6,9,5,"Yes - broadband connection","Text messaging",60,70,1,6,14,25,2,0,10,3,50,"5 ",17,10,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,NY,2021,"12        ",Male,17,Right-Handed,183," 27",186,1,"Rail (Train/Tram/Subway)",34,.321,46,Basketball,821,278,920,845,556,882,26,"Right foot",30,33,"Ring finger",July,Spring,No,No,Fruit,Water,"Social studies",7,10,2,"Yes - broadband connection","Text messaging",70,75,15,3,17,5,9,2,6,6,10,6,0,6,Some,"Graduate degree",Other,Invisibility,Healthy,Other,Environment
USA,NY,2021,"12        ",Female,18,Right-Handed,158,22,160,3,Car,25,0.133,40,Dancing,800,700,500,1000,600,900,22,"Same length",89,76,"Index finger",January,Summer,No,Yes,Desserts,Milk,"Computers and technology",6,8,4,"Yes - broadband connection","Text messaging",30,80,10,40,21,7,11,0,50,700,50,14,0,7,"A lot","Graduate degree",Pop,Telepathy,Happy,"Business person","Education/Youth development"
USA,NY,2021,"11        ",Male,17,Right-Handed,177.8,26.67,177.1,21,"Rail (Train/Tram/Subway)",90,0.324,50,Athletics,246,497,925,938,775,781,26.92,"Left foot",76,72,"Index finger",April,Summer,No,No,Other,Water,"Mathematics and statistics",6,8,8,"Yes - other","In person",25,30,25,3,10,10,2,2,5,2,35,2,0,3,Some,"Graduate degree",Other,Fly,Healthy,"Sports person","Arts, culture, sports"
USA,NY,2021,"11        ",Female,16,Right-Handed,66,24.13,69,2,"Rail (Train/Tram/Subway)",50,0.351,39,"Football (American)",1000,909,615,866,947,834,24.14,"Left foot",73,72,"Index finger",August,Fall,No,Yes,"Rice/Noodle dishes",Water,"Social studies",9,10,4,"Yes - broadband connection","In person",3,5,4,1,10,6,2,0,0,0,10,2,0,3,Some,"Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Other,Environment
USA,NY,2021,"11        ",Male,17,Right-Handed,181,28,189,3,Bus,50,.266,27,Basketball,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"11        ",Female,16,Left-Handed,155,244,156,2,"Rail (Train/Tram/Subway)",40,0.699,44,Walking/Hiking,909,909,604,770,519,610,244,"Same length",70,70,"Same length",March,Fall,No,No,Vegetables,Water,English,6,10,4,"Yes - broadband connection","Cell phone",80,82,1,4,10,1,1,1,12,7,11,4,0,10,Some,"Graduate degree",Classical,"Freeze time",Rich,"Religious figure","International aid"
USA,NY,2021,"12        ",Female,17,Left-Handed,177,23,120,1,Car,30,.378,50,Tennis,900,800,800,950,900,900,24,"Left foot",67,55,"Index finger",July,Spring,No,No,Desserts,Water,English,6,10,3,"Yes - broadband connection","In person",84,95,12,20,15,5,7,0,1,7,10,0,0,2,"A lot","Graduate degree","Rock and roll",Invisibility,Happy,Friend,Health
USA,NY,2021,"11        ",Female,15,Right-Handed,155,24,157,2,"Rail (Train/Tram/Subway)",25,.398,46,Running/Jogging,882,882,877,882,396,800,24,"Same length",75,65,"Index finger",December,Fall,No,No,"No favorite",Water,Science,5,9,6,"Yes - broadband connection","Text messaging",85,113,5,1,15,5,6,2,35,10,56,1,0,2,Some,"Undergraduate degree","Rhythm and blues (R&B)","Freeze time",Rich,"Doctor or nurse","International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,170,23,170,2,Car,17,.37,67,Swimming,1000,866,717,717,786,829,23.5,"Left foot",11,10,"Index finger",December,Summer,Yes,No,Pizza/Pasta,Water,Science,6,9,7,"Yes - broadband connection","Text messaging",2,77,24,5,4,5,10,0,4,1,30,1,2,2,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Teacher,Health
USA,NY,2021,"11        ",Male,20,Right-Handed,157.5,24.13,,1,"Rail (Train/Tram/Subway)",90,0.536,99,Skateboarding/Rollerblading,1000,1000,1000,1000,802,1000,24.13,"Same length",57.15,50.8,"Index finger",October,Summer,Yes,Yes,Pizza/Pasta,Tea,Art,6-7,8-9,2,"Yes - other",,0,0,0,0,6,20,5,4,0,0,40,10,0,3,,,,,,,
USA,NY,2021,"11        ",Female,16,Right-Handed,170,27,76,2,"Rail (Train/Tram/Subway)",30,0.458,37,Athletics,1000,1000,930,882,508,1000,28,"Left foot",75,85,"Ring finger",January,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",50,60,5,20,28,8,7,0,24,24,10,0,0,5,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","International aid"
USA,NY,2021,"12        ",Male,17,Left-Handed,180,28.3,,2,Car,10,.4,30,Baseball/Softball,800,800,900,900,900,900,28.3,"Same length",8.255,8.255,"Same length",March,Spring,No,No,Poultry,Water,English,7,9,2,"Yes - broadband connection","In person",100,100,30,3,7,20,10,20,14,10,110,35,0,10,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,"Education/Youth development"
USA,NY,2021,"10        ",Female,15,Right-Handed,165,24,156,2,Walk,5,0.483,66,Running/Jogging,999,900,950,930,50,100,24,"Same length",71,72,"Ring finger",January,Summer,No,No,Meat,Water,"Mathematics and statistics",8,10,6,"Yes - other","Text messaging",50,60,7,6,9,2,2,0,25,4,27,10,0,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Actor,Environment
USA,NY,2021,"12        ",Female,17,Left-Handed,162.6,24,161,1,Car,23,.34,46,Walking/Hiking,866,818,824,872,743,888,24,"Same length",94,98,"Ring finger",April,Fall,Yes,No,"Rice/Noodle dishes",Tea,English,6.5,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,30,5,1,25,15,10,0,11,1,6,4,6,3,"A lot","Graduate degree",Other,Fly,Happy,Relative,"Education/Youth development"
USA,NY,2021,"12        ",Male,17,Left-Handed,173,25,173,1,Car,36,0.358,38,Swimming,850,663,396,209,144,604,25,"Same length",89,91,"Ring finger",September,Fall,Yes,No,Desserts,Water,Other,7,9,4,"Yes - other","Internet chat or instant messaging",3,6,4,3,9,6,5,24,48,15,82,0,0,5,Some,"Graduate degree",Pop,Fly,Healthy,Relative,"International aid"
USA,NY,2021,"12        ",Male,17,Right-Handed,177,27.5,175,2,Car,15,.2,40,Running/Jogging,1000,900,800,900,700,1000,27,"Same length",762,889,"Ring finger",March,Summer,No,No,"Rice/Noodle dishes",Tea,Art,7,9,5,"Yes - broadband connection","Text messaging",75,75,7,14,9,3,10,20,0,10,40,15,0,2,Some,"Graduate degree",Pop,Invisibility,Happy,"Musician or singer",Health
USA,NY,2021,"11        ",Female,16,Right-Handed,170,24,170,2,"Rail (Train/Tram/Subway)",30,0.37,38,None,1000,1000,1000,1000,900,800,24,"Same length",80,90,"Ring finger",,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",10,15,5,1,10,6,3,5,3,3,7,1,0,5,"A lot","Graduate degree",Other,Telepathy,Rich,Other,Environment
USA,NY,2021,"12        ",Male,17,Right-Handed,175,25,168,2,"Rail (Train/Tram/Subway)",20,0.355,43,Soccer,1000,900,900,800,700,900,25,"Right foot",76,76,"Same length",May,Winter,No,No,Seafood,Water,"Mathematics and statistics",8,10,3,"Yes - broadband connection","Text messaging",100,100,3,10,5,20,4,10,15,15,25,5,0,20,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Religious
USA,NY,2021,"12        ",Male,17,Right-Handed,179,27,176,2,"Rail (Train/Tram/Subway)",40,.386,47,"Table Tennis",610,650,775,445,855,1000,26,"Right foot",,,,March,Summer,No,No,Pizza/Pasta,Water,History,6,12,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,300,25,0,1,10,20,15,20,8,28,4,0,2,"Very little","Graduate degree","Rock and roll","Freeze time",Happy,"Religious figure","Education/Youth development"
USA,NY,2021,"12        ",Male,17,Right-Handed,182.9,30.5,182.9,1,Bus,20,.427,35,Walking/Hiking,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"11        ",Female,16,Right-Handed,5’7,7,,1,"Rail (Train/Tram/Subway)",30,0.788,50,Gymnastics,500,975,980,990,0,0,7,"Right foot",,,"Ring finger",September,Spring,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7-8,7-8,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",Alot,Alot,"5 ",1000,3,72,6,10,24/7,24/7,Idk,4,0,10,"Very little","Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,Relative,"Wildlife, animals"
USA,NY,2021,"12        ",Female,18,Right-Handed,173,25,172,1,Car,25,.436,41,"Hockey (Field)",1000,800,800,800,500,700,24,"Right foot",9,9.5,"Ring finger",August,Summer,No,No,"Rice/Noodle dishes",Water,English,9,9,5,"Yes - broadband connection","In person",30,20,10,3,7,4,13,0,5,2,3,8,2,1,Some,"Graduate degree",Pop,Telepathy,Happy,"Community leader or elder",Environment
USA,NY,2021,"12        ",Female,17,Right-Handed,159,22.3,157,2,"Rail (Train/Tram/Subway)",55,0.314,44,Swimming,995,706,720,754,668,668,22.4,"Left foot",82.5,85.9,"Ring finger",March,Summer,Yes,No,Meat,Water,"Mathematics and statistics",5.5,7,4,"Yes - broadband connection","Text messaging",60,150,1,0.5,10,2,0,2,3,1,35,5,0,3,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Business person","International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,160,25,163,2,"Rail (Train/Tram/Subway)",65,.441,53,Dancing,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Female,17,Right-Handed,152.4,15,100,1,"Rail (Train/Tram/Subway)","45 ",0.052,0.502,Dancing,1000,1000,1000,1000,1000,1000,50,"Right foot",80,90,"Ring finger",February,Spring,No,No,Pizza/Pasta,Water,History,5,9,4,"Yes - other",,,,7,7,10,4,4,0,3,1,10,5,0,2,"A lot","Graduate degree",Other,Invisibility,Happy,Teacher,Health
USA,NY,2021,"12        ",Male,18,Right-Handed,175,26.5,193,1,Car,35,.296,39,Athletics,900,700,700,800,950,900,26.5,"Same length",,,"Ring finger",August,Spring,No,No,Pizza/Pasta,Water,History,6.5,10,4,"Yes - broadband connection","Text messaging",,,25,2,15,30,15,6,21,3,72,4,0,5,Some,"Graduate degree","Rock and roll","Super strength",Happy,Relative,"Education/Youth development"
USA,NY,2021,"12        ",Male,16,Right-Handed,201,29,200,2,"Rail (Train/Tram/Subway)",42,.338,44,Running/Jogging,872,668,738,909,433,556,30,"Left foot",121,112,"Index finger",April,Spring,No,No,Desserts,Water,Science,8.5,8.5,4,"Yes - broadband connection","In person",250,260,16,4,19,12,20,0,12,18,28,0,11,3,"A lot","Graduate degree",Other,Fly,Happy,"Coach or club leader","Education/Youth development"
USA,NY,2021,"12        ",Female,17,Right-Handed,162,21,162,2,"Rail (Train/Tram/Subway)",40,0.35,34,Walking/Hiking,717,444,316,316,1000,1000,21,"Same length",70,68,"Index finger",May,Fall,No,No,Pizza/Pasta,Water,Science,7,8,3,"Yes - broadband connection","Text messaging",60,150,20,20,12,3,0,0,16,"9 ",40,27,0,6,"A lot","Graduate degree",Other,"Freeze time",Happy,Actor,Health
USA,NY,2021,"11        ",Male,16,Right-Handed,182,26,12,3,"Rail (Train/Tram/Subway)",42,0.323,23,Basketball,720,720,720,720,800,800,,"Right foot",,,"Ring finger",June,Summer,No,No,Pizza/Pasta,Juice,"Social studies",6,9,3,"Yes - other","Text messaging",100,100,4,6,12,2,1,0,20,11,30,5,0,4,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,"Education/Youth development"
USA,NY,2021,"11        ",Female,15,Right-Handed,161,23,160,3,"Rail (Train/Tram/Subway)",70,0.277,44,Dancing,1000,1000,1000,860,500,700,24,"Left foot",60,56,,November,Summer,No,No,Fruit,Water,Art,5,7,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,30,3,2,20,1,20,1,20,7,21,0,0,3,"A lot","Some college",Pop,Telepathy,Rich,Actor,Environment
USA,NY,2021,"10        ",Female,15,Right-Handed,"174 ",24,170,2,Car,20,0.11,118,Swimming,100,60,70,50,60,60,24.5,"Left foot",,,,August,Summer,No,No,Pizza/Pasta,Water,History,8,10,5,"Yes - broadband connection","In person",?,?,9,3,9,4,2,0,4,4,6,4,0,1,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,Actor,"International aid"
USA,NY,2021,"11        ",Male,16,Left-Handed,165,22,164,3,"Rail (Train/Tram/Subway)",40,0.37,66,Other,800,700,800,1000,500,900,23,"Left foot",9,7.4,"Index finger",October,Winter,Yes,No,Meat,Water,History,7,8,5,"Yes - broadband connection","Text messaging",25,20,5,1,7,1,6,0,8,5,30,1,6,0,Some,"Graduate degree",Pop,Fly,Happy,Politician,"Education/Youth development"
USA,NY,2021,"11        ",Female,16,Right-Handed,170,27,76,2,"Rail (Train/Tram/Subway)",30,0.458,37,Athletics,1000,1000,930,882,508,1000,28,"Left foot",75,85,"Ring finger",January,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",50,60,5,20,28,8,7,0,24,24,10,0,0,5,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","International aid"
USA,NY,2021,"11        ",Female,16,Right-Handed,165,24,160,3,Walk,20,0.421,"50 ",Athletics,727,730,337,444,770,936,24,"Same length",65,70,"Ring finger",January,Spring,Yes,Yes,Poultry,Water,Art,8,9,3,"No internet connection","In person",15,20,7,1,9,4,3,4,3,6,16,3,0,2,None,"Less than high school",Classical,Invisibility,Rich,Relative,"Arts, culture, sports"
USA,NY,2021,"12        ",Female,18,Right-Handed,1.70,,,5,Bus,"50 mn",193.7,120,Soccer,1000,1000,1000,900,800,1000,,"Same length",,,"Ring finger",May,Spring,Yes,No,Meat,Coffee,"Mathematics and statistics",9,8,"4 ","Yes - other","Text messaging",30,59,"2 ",5,4,3,,,1,3,,5,,,"Very little",Other,Other,Telepathy,Healthy,Relative,"International aid"
USA,NY,2021,"11        ",Male,19,Right-Handed,181,26,183,1,Bus,45,.311,42,Dancing,684,481,374,332,529,759,26,"Same length",80,76,"Index finger",September,Fall,No,No,Meat,Milk,History,5.5,4,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",75,65,6,9,5,4,0,12,9,12,10,8,0,3,Some,"Some college","Punk rock","Freeze time",Famous,Relative,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,156,22,,2,"Rail (Train/Tram/Subway)",39,0.324,26,Walking/Hiking,872,786,893,850,513,658,22,"Same length",8.7,9.8,"Ring finger",September,Fall,No,No,Breads/Sandwiches,Water,Other,7,9,4,"Yes - broadband connection","Text messaging",60,50,15,25,10,5,6,20,50,15,70,20,0,7,"A lot","Graduate degree","Punk rock","Freeze time",Happy,Friend,"Education/Youth development"
USA,NY,2021,"12        ",Female,17,Right-Handed,162.7,25,162,1,Car,15,.516,35,Athletics,1000,900,900,900,900,1000,24.5,"Right foot",76,74,"Index finger",April,Fall,Yes,Yes,Pizza/Pasta,Water,English,6.5,8,3,"Yes - broadband connection",,100,100,20,20,30,5,10,0,8,2,40,7,1,1,"A lot","Undergraduate degree",Other,Invisibility,Happy,Relative,"Education/Youth development"
USA,NY,2021,"11        ",Female,16,Right-Handed,160,21,160,2,"Rail (Train/Tram/Subway)",80,0.459,56,None,123,64,225,246,807,973,21.5,"Left foot",75,80,"Ring finger",January,Fall,No,No,Pizza/Pasta,Juice,English,6,12,6,"Yes - broadband connection","Text messaging",100,200,12,5,21,7,2,0,21,7,28,7,0,9,Some,"Undergraduate degree",Gospel,Telepathy,Rich,"Religious figure",Religious
USA,NY,2021,"10        ",Male,15,Left-Handed,178,28,173,2,Walk,2,0.305,58,Cycling,1000,400,300,700,900,800,28,"Same length",94,93,"Ring finger",February,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",8,9,3,"Yes - broadband connection","In person",5,15,24,2,24.5,0,7,1,10,1,18,0,0,0,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Business person",Health
USA,NY,2021,"12        ",Female,18,Right-Handed,5’3”,16.51,,"2 ",Car,"20 ",0.406,45,Other,600,700,700,600,900,900,16.5,,,,"Ring finger",January,Winter,Yes,No,Pizza/Pasta,Water,Languages,7,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Male,18,Right-Handed,175,28,175,3,Car,30,.3,50,Athletics,813,200,594,658,663,701,27,"Right foot",69,71`,"Ring finger",March,Summer,Yes,No,Pizza/Pasta,Coffee,"Social studies",6.5,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",4,4,1,1,1,1,1,1,1,1,1,1,1,1,"Very little","Undergraduate degree","Rock and roll","Freeze time",Happy,Relative,"International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,160,107,153,2,Bus,30,0.383,39,Other,700,499,900,500,600,1000,91,"Same length",55,65,"Ring finger",September,Fall,Yes,No,Poultry,Water,"Computers and technology",4,11,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,30,8,1,24,0,10,20,7,3,20,0,0,4,"A lot",Other,"Rhythm and blues (R&B)",Telepathy,Happy,Relative,Health
USA,NY,2021,"12        ",Female,16,Left-Handed,157.4,29.21,157.4,2,Car,30,0.36,37,"Hockey (Field)",781,888,492,561,487,556,27.94,"Left foot",76,63.5,"Index finger",March,Fall,Yes,No,"Rice/Noodle dishes",Water,History,7,8,4,"Yes - other","Text messaging",30,40,3,10,12,3,3,1,4,5,8,1,0,2,"A lot","Graduate degree","Rock and roll","Freeze time",Rich,Relative,"Arts, culture, sports"
USA,NY,2021,"12        ",Female,18,Right-Handed,162,26,120,1,Car,15,.4,40,Tennis,400,500,700,600,800,850,18,"Right foot",60,58,"Index finger",September,Summer,No,No,Seafood,Water,"Mathematics and statistics",9,11,4,"Yes - broadband connection","Text messaging",20,50,10,10,10,5,8,0,8,4,7,4,4,2,Some,"Graduate degree",Country,Telepathy,Happy,Actor,"Education/Youth development"
USA,NY,2021,"12        ",Male,18,Right-Handed,196,29,201,1,Car,50,0.369,37,Basketball,500,400,300,600,600,10000,28,"Right foot",168,174,"Ring finger",September,Summer,No,No,"Rice/Noodle dishes",Coffee,History,6,11,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,150,15,1,5,10,10,12,8,15,15,10,0,10,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person","International aid"
